Zip_Code,lat,long,Metro,City,Population,Home_Ownership,Renter,Poverty_Black,Poverty_Hispanic,Poverty_White,Black_Insurance_Coverage,Hispanic_Insurance_Coverage,White_Insurance_Coverage,Foreign_Born,Total_Income,Total_Income_Black,Total_Income_Hispanic,Total_Income_White,Population_White,Population_Black,Population_Asian,Population_Other,Housing_Price,HomePriceCat,IncomeBracket,PopDem,PopType,Ethnicity,HousingType,BelowPoverty
91791,34.063645,-117.89743,Los Angeles-Long Beach-Anaheim,West Covina,33953,23446,10084,10969,17037,5498,1605,17060,5518,1605,10171,594,4302,2275,13460,1623,9089,7781,589791.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
92316,34.064062,-117.39432,Riverside-San Bernardino-Ontario,Bloomington,29304,20351,8182,8160,23033,4058,1283,23165,4058,1283,7505,383,5257,1635,15563,1288,500,10958,304133.3333,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
91768,34.06521,-117.77932,Los Angeles-Long Beach-Anaheim,Pomona,36122,16044,14943,10911,24412,3025,2198,25469,4032,1964,8082,714,5476,1299,17210,2386,2774,11460,382200,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
90211,34.066009,-118.38271,Los Angeles-Long Beach-Anaheim,Beverly Hills,8019,2953,4950,3210,698,5987,170,698,5987,170,3755,70,281,2812,6464,170,939,209,2282675,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,White
91770,34.066143,-118.08475,Los Angeles-Long Beach-Anaheim,Rosemead,63981,32518,30086,35383,21828,2459,110,21857,2500,110,17063,24,5538,1130,10581,140,38611,13352,554733.3333,MedianHomePrice,MiddleIncome,Urban,NativeBorn,Asian,Owners,Black
90020,34.06646,-118.30863,Los Angeles-Long Beach-Anaheim,Los Angeles,39191,3746,34805,23886,12529,4522,1922,12530,4540,1922,16364,1111,3926,2537,10023,1924,18859,6605,3542016.667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,Asian,Renters,Black
92256,34.066626,-116.55951,Riverside-San Bernardino-Ontario,Morongo Valley,3250,2689,556,269,520,2613,10,520,2613,10,1461,9,194,1233,2920,10,11,135,139675,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
90049,34.067409,-118.47528,Los Angeles-Long Beach-Anaheim,Los Angeles,36362,20254,15121,7669,1868,29112,506,2092,29189,486,16514,169,769,13759,30773,520,3168,351,3174491.667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91790,34.068059,-117.93835,Los Angeles-Long Beach-Anaheim,West Covina,45958,31241,13481,15125,27978,5194,1190,28180,5200,1190,12327,459,6726,2244,18140,1230,10464,13994,513491.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
90036,34.07036,-118.34926,Los Angeles-Long Beach-Anaheim,Los Angeles,38116,7538,29879,11549,3486,23430,1824,3486,23430,1824,18230,687,1463,12452,24964,1865,7453,2005,1799258.333,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91763,34.07041,-117.69938,Riverside-San Bernardino-Ontario,Montclair,38211,21217,16287,12540,26753,5352,1080,26799,5376,1080,10281,523,6316,2081,17479,1110,3850,14111,400658.3333,BelowMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
91732,34.070659,-118.01383,Los Angeles-Long Beach-Anaheim,El Monte,63557,27693,34583,31336,40767,2657,337,40940,2650,331,15939,86,9669,980,29764,371,18821,13212,463450,MedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Renters,Hispa
91803,34.072959,-118.1462,Los Angeles-Long Beach-Anaheim,Alhambra,30137,15019,14727,14465,12220,2461,249,12275,2469,249,9523,62,3585,1129,7365,288,14618,6890,628350,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,Asian,Owners,Black
90048,34.073759,-118.37376,Los Angeles-Long Beach-Anaheim,Los Angeles,22860,7538,14578,5445,1941,17196,616,1941,17196,616,12184,198,880,9457,18360,704,1881,744,1969783.333,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91731,34.076642,-118.03942,Los Angeles-Long Beach-Anaheim,El Monte,30063,11991,17546,14700,19730,1244,96,19861,1244,96,8079,33,4869,665,13349,110,8287,7455,490383.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
90004,34.07711,-118.30755,Los Angeles-Long Beach-Anaheim,Los Angeles,62733,11009,50185,32136,32163,10655,2520,32211,10689,2520,22140,1388,9122,5791,23687,2544,15730,18339,1505725,AboveMedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Renters,Hispa
91764,34.077327,-117.6222,Riverside-San Bernardino-Ontario,Ontario,53750,25502,27116,15862,38022,7647,3128,38194,7647,3128,15774,1305,9591,3544,23356,3172,3390,20680,373341.6667,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Renters,Hispa
90026,34.07851,-118.26596,Los Angeles-Long Beach-Anaheim,Los Angeles,68609,16221,50782,26107,35891,17209,2662,35920,17242,2662,25510,1105,10544,9251,35056,2734,11230,15639,882033.3333,MedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Renters,Hispa
90031,34.07871,-118.2161,Los Angeles-Long Beach-Anaheim,Los Angeles,39103,12419,25598,17997,26056,3004,359,26071,3004,352,11720,166,7268,1448,14204,359,9246,13694,543466.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
91767,34.080143,-117.73861,Los Angeles-Long Beach-Anaheim,Pomona,49492,24817,23215,16020,32649,7388,4242,32812,7440,4242,13961,1428,7711,3340,27929,4271,4023,10459,401816.6667,BelowMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
92408,34.080662,-117.27357,0,0,15466,4909,9068,4830,8706,1827,1520,8719,1845,1520,3789,504,1928,631,8526,1759,2157,2330,0,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
90032,34.08166,-118.17568,Los Angeles-Long Beach-Anaheim,Los Angeles,47766,22596,22754,16523,37855,3125,733,38474,3503,600,13429,258,10343,1175,20915,733,4684,19669,534733.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
92359,34.083512,-117.09688,Riverside-San Bernardino-Ontario,Mentone,8913,5890,2822,1125,2878,4904,241,2889,4931,241,2997,100,950,1785,6873,245,416,625,303300,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91723,34.085809,-117.88694,Los Angeles-Long Beach-Anaheim,Covina,20193,8754,10746,4219,11540,4609,875,11583,4609,875,6297,326,3253,1839,9652,918,2417,5703,520491.6667,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
91706,34.087108,-117.96966,Los Angeles-Long Beach-Anaheim,Baldwin Park,77819,43852,32564,33749,57531,2637,1634,57720,2637,1634,18013,345,12567,990,27345,1678,14400,30791,436033.3333,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,Other,Owners,Hispa
92339,34.087114,-116.923,Riverside-San Bernardino-Ontario,Forest Falls,1295,1024,240,30,109,1149,0,109,1149,0,504,0,20,466,1240,0,0,18,212383.3333,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
91724,34.088771,-117.85817,Los Angeles-Long Beach-Anaheim,Covina,25755,18282,7165,6003,12654,8008,802,12726,8017,802,7994,310,3234,3317,14126,810,3858,5351,575950,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
90210,34.088808,-118.40612,Los Angeles-Long Beach-Anaheim,Beverly Hills,20016,14504,5283,7302,804,16537,188,804,16532,188,7983,114,252,6938,17098,188,1680,291,5366358.333,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92335,34.088911,-117.45213,Riverside-San Bernardino-Ontario,Fontana,99791,53687,44489,34179,82501,9172,4817,82860,9172,4787,24750,1664,18447,3898,35297,4836,1749,53679,314816.6667,BelowMedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,Other,Owners,Hispa
91776,34.089059,-118.0951,Los Angeles-Long Beach-Anaheim,San Gabriel,38322,15342,22144,22582,9939,2871,154,9947,2879,154,11532,105,2741,1206,6335,180,24678,6385,660441.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,Asian,Renters,Black
90038,34.089459,-118.3285,Los Angeles-Long Beach-Anaheim,Los Angeles,27957,2602,24678,13044,15646,8460,1606,15668,8468,1606,11190,710,4900,4564,11555,1606,1443,12106,1096941.667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,Other,Renters,Hispa
90029,34.090259,-118.29455,Los Angeles-Long Beach-Anaheim,Los Angeles,38843,4470,32427,20595,20767,9359,1029,20801,9359,1029,14188,583,6474,4511,14832,1124,6846,14780,790683.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
91801,34.090409,-118.127,Los Angeles-Long Beach-Anaheim,Alhambra,54928,20357,33642,27731,19649,4589,1195,19659,4603,1193,19624,506,6354,2289,11684,1227,28353,11764,690466.6667,MedianHomePrice,MiddleIncome,Urban,NativeBorn,Asian,Renters,Black
90069,34.090975,-118.3813,Los Angeles-Long Beach-Anaheim,West Hollywood,20401,8022,12242,4670,2484,14601,706,2484,14601,706,12379,231,1368,9428,15839,706,1532,999,2954600,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91722,34.097708,-117.90698,Los Angeles-Long Beach-Anaheim,Covina,36557,25788,10034,10652,24460,6137,922,24478,6143,898,10217,240,5800,2708,16867,926,4317,11799,463741.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
90028,34.098859,-118.32745,Los Angeles-Long Beach-Anaheim,Los Angeles,31054,2013,27019,11211,8996,14808,2768,9125,15006,2682,16301,1476,3575,9308,17480,2797,2976,6057,1003675,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
90046,34.098908,-118.36241,Los Angeles-Long Beach-Anaheim,Los Angeles,51615,14170,36462,14750,5247,38134,2643,5251,38071,2642,29180,1308,2723,22490,40771,2680,3344,2110,1838908.333,AboveMedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Renters,White
90077,34.101007,-118.45077,Los Angeles-Long Beach-Anaheim,Los Angeles,8936,7219,1545,2432,567,6894,247,599,6950,234,3370,102,129,2880,7398,247,825,120,2956891.667,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
90290,34.101447,-118.59933,Los Angeles-Long Beach-Anaheim,Topanga,5714,4780,905,941,253,4952,88,253,4952,88,2368,67,67,2136,5115,88,243,72,1170900,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91780,34.101608,-118.05606,Los Angeles-Long Beach-Anaheim,Temple City,35184,22980,11849,16693,7715,5407,305,7721,5418,305,10917,117,2027,2613,7959,312,21025,4853,758316.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,Asian,Owners,Black
91786,34.101659,-117.65776,Riverside-San Bernardino-Ontario,Upland,53339,22384,29600,10168,25984,18323,3307,25993,18368,3294,19205,1496,7352,8556,31614,3360,3860,11322,453683.3333,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Renters,Hispa
91773,34.103341,-117.81814,Los Angeles-Long Beach-Anaheim,San Dimas,34555,25062,8555,7146,11190,15575,869,11335,15715,825,11743,297,3024,6424,23132,907,5577,2885,632241.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91730,34.104555,-117.58734,Riverside-San Bernardino-Ontario,Rancho Cucamonga,70545,30254,36259,15122,27872,20401,8896,28000,20550,8896,23306,3211,7844,9047,40515,9562,8639,7234,437633.3333,BelowMedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Renters,Hispa
92401,34.105079,-117.29075,0,0,2030,286,1696,400,1174,265,504,1174,273,504,708,172,357,126,920,504,74,523,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Renters,Hispa
92410,34.106965,-117.2975,0,0,46063,18028,26751,13692,34596,3873,4963,34892,3909,4946,12391,1737,8285,1601,27059,4970,1290,10399,0,BelowMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
90065,34.107559,-118.22663,Los Angeles-Long Beach-Anaheim,Los Angeles,48420,21791,25665,19263,29872,9183,933,29925,9183,925,15167,363,8027,4105,25413,938,7820,11694,747925,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
92376,34.109511,-117.37617,Riverside-San Bernardino-Ontario,Rialto,86937,51510,33664,25883,65488,7572,10096,65855,7592,10096,21515,3379,14307,2993,54192,10127,2083,16609,309400,BelowMedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Owners,Hispa
91711,34.110009,-117.71973,Los Angeles-Long Beach-Anaheim,Claremont,36933,22654,9395,6495,9198,16313,1956,10008,18121,1715,11899,645,2460,7246,23947,1990,5059,3440,677858.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
90039,34.110425,-118.25832,Los Angeles-Long Beach-Anaheim,Los Angeles,29092,13468,15008,9143,10978,11432,444,11006,11439,444,11523,200,3431,5589,17255,456,4914,4655,885225,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
90027,34.111208,-118.28842,Los Angeles-Long Beach-Anaheim,Los Angeles,45616,10155,33860,17126,9427,26982,1066,9436,27256,1066,21907,621,3814,14069,30666,1129,5892,5944,1605441.667,AboveMedianHomePrice,UpperMiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91030,34.112958,-118.15577,Los Angeles-Long Beach-Anaheim,South Pasadena,25940,12974,12646,7119,5195,10794,795,5195,10794,795,10231,343,2049,4853,14206,830,7574,1640,1166766.667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91775,34.114041,-118.09035,Los Angeles-Long Beach-Anaheim,San Gabriel,25156,16502,8150,10935,5902,5281,294,5922,5281,276,8117,86,1608,2321,7949,302,12882,3099,859858.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,Asian,Owners,Black
90042,34.114558,-118.19233,Los Angeles-Long Beach-Anaheim,Los Angeles,63788,28593,33646,23440,42311,9859,1652,42488,10033,1643,20527,702,11662,4882,29633,1677,8128,20255,716875,MedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Renters,Hispa
91750,34.117047,-117.77097,Los Angeles-Long Beach-Anaheim,La Verne,34017,24644,7978,4939,11861,17018,1346,11988,17163,1245,11799,401,3177,7190,25548,1427,2527,2378,643841.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91740,34.119245,-117.8548,Los Angeles-Long Beach-Anaheim,Glendora,26067,16919,7955,5392,10224,10859,758,10232,10867,758,8331,268,2590,4461,17085,866,2664,3758,532183.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92411,34.12051,-117.3176,0,0,26239,13233,12442,7726,20381,669,3676,20654,677,3668,6390,1258,4643,248,16879,3696,876,3771,0,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
90068,34.122058,-118.3379,Los Angeles-Long Beach-Anaheim,Los Angeles,21726,12072,9412,4676,2306,16144,676,2308,16144,676,11703,308,1140,9148,17397,680,1550,778,1503850,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91108,34.122658,-118.11296,Los Angeles-Long Beach-Anaheim,San Marino,13769,11260,2307,5211,1340,4678,174,1340,4678,174,4684,24,285,1884,5278,174,7180,735,2392375,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,Asian,Owners,Black
92336,34.125147,-117.45818,Riverside-San Bernardino-Ontario,Fontana,94327,67905,25265,22788,53904,17368,10861,54226,17465,10670,23408,2855,11618,5694,47643,10865,9114,21175,424908.3333,BelowMedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Owners,Hispa
91007,34.126957,-118.05216,Los Angeles-Long Beach-Anaheim,Arcadia,34357,19338,13880,17379,3803,7371,495,3837,7371,495,11627,160,1247,3482,9327,561,21235,2176,1370300,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,Asian,Owners,Black
92346,34.12716,-117.20073,Riverside-San Bernardino-Ontario,Highland,60424,36226,18672,11216,25710,18169,5744,25718,18232,5744,16944,1973,6194,7173,36171,6793,5152,7628,312291.6667,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,Hispa
91739,34.127819,-117.5246,Riverside-San Bernardino-Ontario,Rancho Cucamonga,39069,28407,10366,9961,14375,12990,3391,14387,12990,3391,11620,1003,3891,4608,21998,3393,7545,3878,639366.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
91702,34.128907,-117.90309,Los Angeles-Long Beach-Anaheim,Azusa,61739,31159,23906,19522,40612,7609,1533,41678,10580,1248,15144,431,9346,3379,27370,1577,6620,22757,439066.6667,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,Hispa
91701,34.131659,-117.5924,Riverside-San Bernardino-Ontario,Rancho Cucamonga,39628,31113,7791,5737,13376,19719,1763,13439,19735,1741,12909,588,3360,7632,28956,1780,3514,3104,532333.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91302,34.133513,-118.66464,Los Angeles-Long Beach-Anaheim,Calabasas,26500,19198,7141,6361,2035,20415,168,2071,20479,168,9503,73,562,7686,22180,168,2501,245,1262041.667,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91006,34.134057,-118.02662,Los Angeles-Long Beach-Anaheim,Arcadia,33200,22275,10693,15314,4425,7552,323,4471,7552,323,10590,37,1160,3184,9993,323,19720,1665,1113950,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,Asian,Owners,Black
91204,34.135259,-118.25948,Los Angeles-Long Beach-Anaheim,Glendale,18318,2480,15173,11100,5806,8314,551,5829,8314,611,6196,302,1694,3089,11813,643,2916,2433,682600,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Black
92242,34.137179,-114.35823,0,0,1209,921,288,69,180,958,18,180,958,18,626,18,71,517,1132,18,0,6,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
90041,34.137557,-118.20765,Los Angeles-Long Beach-Anaheim,Los Angeles,28651,14816,11677,9677,10375,7665,356,10703,8262,242,9547,142,3162,3445,14047,383,8495,3664,815483.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
91010,34.137707,-117.96569,Los Angeles-Long Beach-Anaheim,Duarte,26265,16581,9137,9210,14031,5172,2003,14096,5172,1902,7931,529,3338,2455,14496,2076,4188,4039,479958.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
91105,34.137857,-118.16329,Los Angeles-Long Beach-Anaheim,Pasadena,11907,6679,4639,2600,1724,6616,728,1734,6627,728,5343,305,559,3411,7828,759,2114,754,1372991.667,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91205,34.138514,-118.243,Los Angeles-Long Beach-Anaheim,Glendale,37514,5779,30954,23869,9323,21813,733,9323,21865,733,14158,349,3010,8806,27975,748,4755,2817,723275,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,Black
91784,34.138575,-117.66356,Riverside-San Bernardino-Ontario,Upland,25908,22303,3423,4477,6265,14586,814,6280,14578,814,9106,288,1564,5976,19165,814,3359,1282,650091.6667,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91608,34.139397,-118.35034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Renters,White
91301,34.139536,-118.7607,Los Angeles-Long Beach-Anaheim,Agoura Hills,26028,19632,6045,4870,2800,19620,704,2800,19620,704,9156,158,684,7356,21566,747,2140,772,919975,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91741,34.140207,-117.85704,Los Angeles-Long Beach-Anaheim,Glendora,26610,18943,7265,4304,6361,15804,308,6361,15810,308,9015,140,1686,6157,19711,314,3066,1602,706750,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91016,34.140806,-118.00184,Los Angeles-Long Beach-Anaheim,Monrovia,42013,19653,21717,10731,17631,15084,2035,17687,15084,2035,14399,843,4722,6587,28187,2058,5747,3897,702291.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
92405,34.141659,-117.29722,Riverside-San Bernardino-Ontario,San Bernardino,30366,13399,16513,6828,19402,5227,4471,19599,5217,4467,8756,1527,4688,2146,16669,4471,778,6858,231750,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
91106,34.142557,-118.12715,Los Angeles-Long Beach-Anaheim,Pasadena,25479,9036,15000,7544,7157,9660,1529,7398,9984,1460,10663,619,2326,4911,13959,1531,5739,2898,1274908.333,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92280,34.143497,-114.62411,0,0,17,0,17,0,0,0,17,0,0,17,17,17,0,0,0,17,0,0,0,BelowMedianHomePrice,LowIncome,Rural,ForeignBorn,Black,Renters,White
91604,34.143856,-118.39429,Los Angeles-Long Beach-Anaheim,Los Angeles,30642,16160,13866,5264,3311,22287,1531,3316,22287,1531,14437,813,1300,11039,24921,1570,2246,434,1586475,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91101,34.146607,-118.1391,Los Angeles-Long Beach-Anaheim,Pasadena,20719,3180,16896,6475,5536,8438,1421,5535,8479,1421,10510,771,1962,4869,11508,1432,4678,2124,705766.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91737,34.147849,-117.57847,Riverside-San Bernardino-Ontario,Rancho Cucamonga,25759,18204,7378,5345,8186,11754,1521,8264,11776,1554,8151,504,2143,4299,17692,1554,3333,1790,628041.6667,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92404,34.14856,-117.26298,Riverside-San Bernardino-Ontario,San Bernardino,60850,24855,33206,12679,37098,10235,8702,37468,10397,8693,17465,3364,8707,4618,31730,9015,1557,14466,252008.3333,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Renters,Hispa
91107,34.151066,-118.08974,Los Angeles-Long Beach-Anaheim,Pasadena,32199,20261,11398,10744,8093,13322,1695,8093,13313,1695,12472,864,2265,6191,18274,1723,7885,2769,876808.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92377,34.151243,-117.39873,Riverside-San Bernardino-Ontario,Rialto,19490,16303,2922,3801,11822,3590,3237,11852,3655,3230,5389,1110,2634,1419,12042,3246,541,2427,372125,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
91602,34.152476,-118.36841,Los Angeles-Long Beach-Anaheim,Los Angeles,18944,7317,11375,3550,2661,12314,1387,2679,12305,1387,9648,680,1283,6773,13746,1387,1535,943,1178058.333,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,White
91403,34.152513,-118.46396,Los Angeles-Long Beach-Anaheim,Los Angeles,24677,12487,11902,6450,2439,18033,1482,2479,18090,1482,11315,703,979,8674,20162,1489,1570,268,1347591.667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91203,34.152757,-118.2658,Los Angeles-Long Beach-Anaheim,Glendale,14393,3189,11043,9151,2489,8631,225,2514,8631,225,5188,118,777,3247,10047,225,2675,1053,638358.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Black
91423,34.153628,-118.43222,Los Angeles-Long Beach-Anaheim,Los Angeles,33641,14885,18353,7501,4244,23396,1862,4244,23374,1862,15469,869,1671,11268,26986,1862,2348,479,1196541.667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91436,34.155625,-118.48925,Los Angeles-Long Beach-Anaheim,Los Angeles,14794,11942,2623,3985,1023,12162,144,1023,12162,144,5519,74,281,4774,13091,164,1119,139,1552166.667,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91206,34.156674,-118.22937,Los Angeles-Long Beach-Anaheim,Glendale,34938,12703,21480,19989,4740,22001,524,4754,22001,524,13173,227,1815,8702,25605,532,6392,989,990366.6667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91364,34.158214,-118.60061,Los Angeles-Long Beach-Anaheim,Los Angeles,27031,18844,7610,7459,3504,19025,1597,3519,19025,1597,10434,471,1065,8074,21192,1603,2020,1131,830833.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92284,34.161795,-116.41246,Riverside-San Bernardino-Ontario,Yucca Valley,26000,15757,9711,2010,4872,17551,1380,4897,17439,1380,10670,468,1737,7682,20998,1398,385,1239,167341.6667,BelowMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91356,34.164255,-118.54472,Los Angeles-Long Beach-Anaheim,Los Angeles,30346,17185,12534,12251,4850,20686,1223,4841,20703,1223,11613,507,1427,8635,23295,1228,2132,2162,1211941.667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91024,34.164806,-118.0509,Los Angeles-Long Beach-Anaheim,Sierra Madre,11061,7332,3661,1412,1785,7370,152,1797,7370,152,4441,78,569,3250,8843,152,1230,253,1012675,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91207,34.165373,-118.24532,Los Angeles-Long Beach-Anaheim,Glendale,10288,6420,3705,4744,844,7972,49,844,7933,49,3963,16,345,3155,8653,49,907,97,1079733.333,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92277,34.165696,-116.03343,Riverside-San Bernardino-Ontario,Twentynine Palms,23978,7174,16049,1326,4946,13400,2197,4330,12065,2396,9114,861,1669,5735,16726,2438,891,918,96616.66667,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,White
91607,34.165706,-118.39986,Los Angeles-Long Beach-Anaheim,Los Angeles,31383,11233,19426,8753,6731,19301,2186,6751,19317,2186,13760,882,2333,9396,24888,2216,1774,692,895983.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91202,34.166567,-118.26994,Los Angeles-Long Beach-Anaheim,Glendale,23182,9196,13555,11888,3396,15216,425,3403,15206,425,8727,180,997,6271,17331,434,3423,1116,893375,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,White
91103,34.166706,-118.159,Los Angeles-Long Beach-Anaheim,Pasadena,28435,12890,14062,9449,15011,5138,4946,15103,5167,4946,8529,1855,3301,2218,12148,5051,2138,8187,713108.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
91505,34.166906,-118.34366,Los Angeles-Long Beach-Anaheim,Burbank,30997,16859,13621,7263,8238,16981,875,8238,17000,882,12869,301,2448,8133,21826,891,3235,2919,730500,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
