Zip_Code,lat,long,Metro,City,Population,Home_Ownership,Renter,Poverty_Black,Poverty_Hispanic,Poverty_White,Black_Insurance_Coverage,Hispanic_Insurance_Coverage,White_Insurance_Coverage,Foreign_Born,Total_Income,Total_Income_Black,Total_Income_Hispanic,Total_Income_White,Population_White,Population_Black,Population_Asian,Population_Other,Housing_Price,HomePriceCat,IncomeBracket,PopDem,PopType,Ethnicity,HousingType,BelowPoverty
92173,32.556264,-117.05057,San Diego-Carlsbad,San Diego,31728,9833,21277,13656,29897,979,154,29974,970,154,7903,107,7392,270,26860,156,468,3584,444066.6667,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
92134,32.562106,-117.07166,0,0,258,0,0,5,0,0,0,0,0,0,0,0,0,0,133,75,11,35,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Renters,Black
92154,32.574398,-117.05633,San Diego-Carlsbad,San Diego,87218,49306,31886,30520,57251,9219,3642,57166,8938,3782,21626,1237,13759,3547,60404,4923,10614,6578,452016.6667,BelowMedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Owners,Hispa
91932,32.579555,-117.11708,San Diego-Carlsbad,Imperial Beach,26713,8060,18189,5690,13580,8454,1002,13618,7930,1007,8847,409,3475,3904,18946,1007,2214,1545,550425,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
91980,32.588485,-116.63034,0,0,623,540,83,293,623,0,0,623,0,0,83,0,83,0,540,0,0,83,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,Hispa
91911,32.608799,-117.0607,San Diego-Carlsbad,Chula Vista,84025,41802,40392,28671,62144,11552,2869,62424,11444,2915,24288,1127,16182,4971,62630,2972,6025,8768,457300,BelowMedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Owners,Hispa
91917,32.616539,-116.71187,0,0,1125,974,44,226,671,273,48,671,273,48,232,0,135,79,845,48,4,86,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,Hispa
91963,32.620782,-116.60671,0,0,957,757,200,214,548,409,20,548,409,20,321,0,171,150,937,20,0,0,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,Hispa
91934,32.624424,-116.17025,0,0,298,238,60,71,115,95,0,115,95,0,206,0,89,75,210,0,62,0,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,Hispa
91915,32.638072,-116.95195,San Diego-Carlsbad,Chula Vista,32073,23020,8715,8845,15984,5002,2131,15806,4719,2281,8205,748,3553,2009,18205,2281,6844,1541,620941.6667,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
91910,32.638654,-117.06686,San Diego-Carlsbad,Chula Vista,76250,35739,38458,22871,46014,17090,2900,46038,16880,2993,25375,1068,13497,7781,56110,3114,7386,5218,518066.6667,MedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Renters,Hispa
91913,32.642486,-116.98973,San Diego-Carlsbad,Chula Vista,49346,35616,13238,17320,22132,7124,2872,22061,6675,3039,14369,1071,5715,3281,24920,3039,15247,2657,587966.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
92132,32.643703,-117.138414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Renters,White
91914,32.662563,-116.95413,San Diego-Carlsbad,Chula Vista,17186,14269,2757,4197,7751,3459,1112,7704,3363,1131,4598,310,1976,1192,10133,1131,3988,445,710675,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
91902,32.663803,-117.02456,San Diego-Carlsbad,Bonita,19762,13856,5658,4949,9337,6609,616,9426,6527,625,6078,164,2211,2909,14306,625,2297,996,656866.6667,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
91906,32.664307,-116.46513,San Diego-Carlsbad,Campo,3426,2201,953,397,922,1880,39,993,1915,39,1094,18,204,747,2883,59,35,16,266183.3333,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91950,32.670903,-117.09272,San Diego-Carlsbad,National City,62386,20964,36218,24982,39413,4400,2097,39515,4399,2193,16546,936,10183,2081,38778,3184,11823,6007,397866.6667,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Renters,Hispa
92155,32.671602,-117.165665,0,0,486,0,0,16,0,0,0,0,0,0,0,0,0,0,309,83,44,46,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Renters,Black
91905,32.672239,-116.31497,0,0,1528,973,432,29,186,1045,72,186,1031,72,610,61,84,408,1284,108,3,2,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92139,32.677286,-117.05241,San Diego-Carlsbad,San Diego,36836,21273,14514,11674,14875,4528,4783,14771,4277,4865,10415,1566,3701,1866,16199,4878,10400,2198,436975,BelowMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
92118,32.682727,-117.17441,San Diego-Carlsbad,Coronado,22623,9313,10741,2286,2690,16168,173,2596,15131,188,8486,103,843,7103,20154,736,741,182,1932941.667,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,White
92113,32.697402,-117.12001,San Diego-Carlsbad,San Diego,56478,13083,35663,18808,40507,2007,4991,40549,1968,4986,13041,1977,9690,787,26602,6541,2181,19339,365583.3333,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Renters,Hispa
92114,32.706954,-117.0542,San Diego-Carlsbad,San Diego,69635,45021,23318,23237,29991,6166,13593,30044,5970,13629,17789,4672,6283,2362,20245,13657,17345,13750,422683.3333,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,Hispa
92102,32.714992,-117.12537,San Diego-Carlsbad,San Diego,44644,13190,30148,14475,27423,8708,4393,27415,8461,4425,14454,1655,7220,4351,32007,4451,2568,3323,431175,BelowMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
91935,32.718186,-116.82606,San Diego-Carlsbad,Jamul,8547,7094,1433,1269,1967,5706,145,1994,5697,145,2807,57,484,2061,7449,145,238,510,606908.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92101,32.719601,-117.16246,San Diego-Carlsbad,San Diego,38023,9028,24613,7281,6497,22311,2625,6370,21670,2731,22356,1534,3290,14693,28936,3036,3219,906,590641.6667,MedianHomePrice,UpperMiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91977,32.721145,-116.99612,San Diego-Carlsbad,Spring Valley,61377,33847,26050,13860,27403,17898,7125,27336,17696,7179,18726,2560,6480,7619,38193,7278,5489,5652,444533.3333,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,Hispa
92106,32.7259,-117.23079,San Diego-Carlsbad,San Diego,19250,9553,7628,1927,2155,13091,239,2295,13543,252,7347,180,527,5952,16253,481,982,397,1080025,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91978,32.732539,-116.95091,San Diego-Carlsbad,Spring Valley,9829,6279,3459,1521,3119,4585,1072,3082,4540,1093,3197,370,772,1802,7004,1093,615,344,498016.6667,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
91945,32.733451,-117.0337,San Diego-Carlsbad,Lemon Grove,26983,15382,10952,5470,11817,8452,3652,11877,8399,3648,8495,1258,2715,3746,17444,3674,1668,2205,438391.6667,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
92107,32.7409,-117.24434,San Diego-Carlsbad,San Diego,29796,11732,16713,1928,4170,22127,465,4362,22490,475,13157,160,1509,10765,26306,529,976,709,1029266.667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92105,32.741256,-117.0951,San Diego-Carlsbad,San Diego,73379,22405,49438,29534,39049,8455,10539,39226,8389,10646,21539,3773,9639,4071,37044,10685,13546,8238,408333.3333,BelowMedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Renters,Hispa
92104,32.742892,-117.12774,San Diego-Carlsbad,San Diego,44398,14097,29770,8453,14604,22802,3119,14593,22333,3131,20968,1367,5184,12642,33981,3133,2701,2184,706116.6667,MedianHomePrice,UpperMiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92140,32.74344,-117.200412,0,0,3348,0,53,85,0,53,0,0,53,0,12,0,0,12,2770,296,43,31,0,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Black
92103,32.746018,-117.16715,San Diego-Carlsbad,San Diego,34671,12892,20556,5009,5403,23767,1648,5330,23577,1648,17971,836,2578,13085,28029,1709,2317,1012,931133.3333,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92115,32.7603,-117.07031,San Diego-Carlsbad,San Diego,65704,18484,42794,15061,19289,23611,8581,19936,25315,8489,21307,3122,5050,9717,40759,8698,9198,2934,532916.6667,MedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Renters,White
91941,32.761801,-117.01273,San Diego-Carlsbad,La Mesa,32944,19693,12551,4722,7340,20003,2405,7321,19865,2434,11873,849,2027,8154,24974,2464,1291,1665,614391.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92116,32.76235,-117.12246,San Diego-Carlsbad,San Diego,34295,11024,22866,5203,9200,19673,2190,9161,19538,2190,16681,1096,3254,11050,26760,2190,2034,1266,685975,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92110,32.766482,-117.20077,San Diego-Carlsbad,San Diego,28373,10405,14039,4064,4892,16546,1166,5435,18006,1157,11041,428,1634,8028,23077,1262,2028,585,787416.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91962,32.773317,-116.49139,San Diego-Carlsbad,Descanso,2530,1948,553,144,479,1956,27,479,1956,27,820,11,139,656,2313,27,24,84,431066.6667,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92108,32.7736,-117.13785,San Diego-Carlsbad,San Diego,21973,4741,16689,5087,5431,12058,1689,5262,11451,1721,10835,871,2331,6189,15585,1721,2067,1139,600050,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91942,32.785,-117.0186,San Diego-Carlsbad,La Mesa,40239,15491,23492,6225,10196,22662,2146,10128,22406,2174,16531,821,3052,11346,29861,2211,2505,2266,521441.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92019,32.788736,-116.90487,San Diego-Carlsbad,El Cajon,43116,28394,14012,9426,10250,28311,1323,10270,28424,1373,14888,495,2900,10593,35185,1382,1226,1895,563766.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92109,32.791246,-117.24343,San Diego-Carlsbad,San Diego,49024,13356,35127,7105,6677,38761,504,6677,38034,531,22747,241,2531,18796,44208,531,1514,884,1127683.333,AboveMedianHomePrice,UpperMiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92120,32.794449,-117.07221,San Diego-Carlsbad,San Diego,29392,19550,9234,3928,5106,19472,1339,5026,19350,1328,11406,453,1372,8580,23558,1340,2372,658,637058.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92020,32.7991,-116.97334,San Diego-Carlsbad,El Cajon,58862,21553,35100,16934,14900,34812,3076,14839,34676,3095,19052,1204,3699,12486,44181,3217,2133,5029,549991.6667,MedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Renters,White
92119,32.80225,-117.02431,San Diego-Carlsbad,San Diego,23910,15771,7743,3039,4003,16554,787,4024,16476,787,9394,293,1187,7073,19262,787,1555,974,609700,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92123,32.803799,-117.13595,San Diego-Carlsbad,San Diego,31028,14002,15362,5722,6596,14448,2340,6486,14042,2404,11571,898,1766,6832,18949,2458,5097,1157,574225,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92111,32.804972,-117.16871,San Diego-Carlsbad,San Diego,49467,21816,26130,13602,13684,20334,2055,13745,20312,2042,16957,767,3435,8931,30797,2093,10540,2734,585500,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92021,32.8201,-116.91234,San Diego-Carlsbad,El Cajon,71127,32810,35973,16323,21843,39111,3757,21805,39279,3765,22200,1131,5524,14132,52689,3851,2017,7023,472258.3333,MedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Renters,White
92124,32.822815,-117.09844,San Diego-Carlsbad,San Diego,32126,13467,17893,5020,5221,18709,1798,4997,17458,1870,10917,659,1297,7184,22323,1870,4240,750,697141.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
91901,32.823102,-116.73864,San Diego-Carlsbad,Alpine,18238,13446,4076,1179,2370,14131,175,2433,14139,175,6420,22,704,5310,16193,243,339,261,596675,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92117,32.823865,-117.19966,San Diego-Carlsbad,San Diego,55978,32504,22541,11838,13557,33203,1072,13524,33112,1066,20793,393,3461,14294,42994,1093,5784,2564,632533.3333,MedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Owners,White
92037,32.838761,-117.26159,San Diego-Carlsbad,San Diego,39893,23440,15670,9067,3407,30360,499,3407,30268,499,17108,168,1148,13807,33003,525,4296,467,2152908.333,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92071,32.84681,-116.98983,San Diego-Carlsbad,Santee,57245,37771,17262,5803,10103,38954,1021,10080,38787,1062,19404,429,2609,14874,46733,1234,2828,2080,498583.3333,MedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,White
91931,32.852086,-116.55559,0,0,370,337,0,23,68,302,0,68,302,0,74,0,0,74,370,0,0,0,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92122,32.856447,-117.21143,San Diego-Carlsbad,San Diego,47331,13895,32559,16642,4835,23310,1289,4835,23104,1411,19812,393,1588,11104,27278,1412,15463,962,832033.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92040,32.873849,-116.90477,San Diego-Carlsbad,Lakeside,44243,28483,14847,2994,8068,32033,649,8084,31850,649,14919,231,2005,11873,38269,650,1029,1135,490608.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
91948,32.875267,-116.42826,0,0,14,14,0,0,0,14,0,0,14,0,14,0,0,14,14,0,0,0,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92145,32.889139,-117.100486,0,0,2159,1468,691,834,323,1055,77,323,1055,77,625,34,68,330,1365,77,600,13,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
91916,32.890384,-116.62459,San Diego-Carlsbad,Descanso,1752,1596,96,71,206,1441,0,206,1441,0,672,0,57,609,1645,9,0,9,412750,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92121,32.899996,-117.20722,San Diego-Carlsbad,San Diego,4807,2596,2158,1550,487,2465,63,487,2454,63,1794,0,159,1034,2726,63,1662,232,929350,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92126,32.914346,-117.14116,San Diego-Carlsbad,San Diego,81883,43304,34354,32114,11055,20812,3524,10958,20228,3589,24510,1137,2854,9048,29020,3846,38550,3459,580116.6667,MedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,Asian,Owners,Black
92131,32.918035,-117.08438,San Diego-Carlsbad,San Diego,34414,27024,6923,7720,3376,19658,646,3287,19689,646,11572,255,738,7390,22492,646,9173,304,870675,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92130,32.946776,-117.21918,San Diego-Carlsbad,San Diego,54495,38101,15748,17841,4042,31060,1321,4042,30978,1321,19126,407,1066,12107,34472,1321,15685,408,1211800,AboveMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,White
92129,32.961014,-117.1251,San Diego-Carlsbad,San Diego,54577,35705,18324,14836,6397,26743,1499,6356,26488,1553,17744,493,1738,9869,31100,1563,16654,1220,755666.6667,MedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,White
92014,32.961812,-117.25967,San Diego-Carlsbad,Del Mar,14048,9709,4292,2724,870,11572,66,850,11624,66,6104,36,265,5253,12345,66,1025,117,2058525,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92064,32.973645,-117.03701,San Diego-Carlsbad,Poway,49981,36227,12642,10035,9138,31481,607,9103,31438,607,15811,263,2271,11276,38067,617,6536,1697,715083.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92091,32.993541,-117.21311,San Diego-Carlsbad,Rancho Santa Fe,1458,1237,221,279,97,1175,0,97,1175,0,644,0,12,582,1254,0,186,18,2382091.667,AboveMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92075,32.997543,-117.26087,San Diego-Carlsbad,Solana Beach,12754,7447,5092,1669,1446,10036,67,1468,10036,67,5488,27,364,4734,10684,67,597,581,1546833.333,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92128,32.998855,-117.07054,San Diego-Carlsbad,San Diego,50473,31554,17904,12614,5556,28884,1240,5584,28699,1250,20524,485,1562,13972,32962,1293,11663,1202,733933.3333,MedianHomePrice,UpperMiddleIncome,Urban,NativeBorn,White,Owners,White
92067,33.016492,-117.20264,San Diego-Carlsbad,Rancho Santa Fe,9028,7824,1152,1127,997,7614,160,997,7610,160,2994,0,94,2845,8481,160,91,44,2831950,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92055,33.016928,-116.846046,0,0,11959,0,390,556,0,390,0,0,390,0,106,0,0,106,8724,1200,441,1197,0,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Black
92058,33.016928,-116.846046,San Diego-Carlsbad,Oceanside,46569,11147,31046,6973,15604,20373,3528,14922,17025,3820,14155,1231,3568,8102,33874,3975,2466,2587,481600,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92135,33.016928,-116.846046,0,0,944,0,0,42,0,0,0,0,0,0,0,0,0,0,694,110,47,45,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Renters,Black
92147,33.016928,-116.846046,0,0,562,0,0,44,0,0,0,0,0,0,0,0,0,0,410,99,14,29,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Renters,Black
92127,33.022384,-117.10694,San Diego-Carlsbad,San Diego,45980,31271,13590,12882,4887,23029,685,4887,23084,685,14937,292,1243,8690,27208,716,14113,297,933916.6667,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92007,33.026742,-117.27816,San Diego-Carlsbad,Encinitas,11301,6547,4540,1166,989,9706,27,989,9693,27,4484,27,228,4023,10235,27,272,403,1249291.667,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92036,33.02757,-116.53109,San Diego-Carlsbad,Julian,2201,1436,629,176,250,1646,52,250,1646,52,1105,19,48,984,1836,52,12,147,341575,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92065,33.035844,-116.8513,San Diego-Carlsbad,Ramona,37826,27740,9376,4660,9119,25889,551,9157,25814,563,12090,146,1678,9809,31864,563,756,2344,504008.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92024,33.053092,-117.26855,San Diego-Carlsbad,Encinitas,51309,34481,15897,7097,7294,39341,356,7305,39425,356,19815,127,2003,16446,45745,375,2313,1080,1107250,AboveMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,White
92029,33.087868,-117.11558,San Diego-Carlsbad,Escondido,18615,13792,4476,2584,3766,12703,355,3816,12633,367,6990,201,1105,5328,15618,381,1089,780,690783.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92009,33.097841,-117.26744,San Diego-Carlsbad,Carlsbad,44632,32991,10998,6628,4948,33216,568,4987,33209,568,16485,203,1652,13292,37270,589,3773,649,944550,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92025,33.106862,-117.07077,San Diego-Carlsbad,Escondido,53470,20448,31027,16592,29862,17503,1226,30222,17526,1203,15181,414,6553,7145,41516,1273,2463,5611,551400,MedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Renters,Hispa
92078,33.122029,-117.15605,San Diego-Carlsbad,San Marcos,49261,30365,17530,8979,13040,27156,1544,13296,27223,1464,17306,432,3396,11776,36378,1562,4600,2443,699166.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92027,33.142706,-117.03049,San Diego-Carlsbad,Escondido,57746,32061,24017,16889,29912,20116,1181,30203,20141,1189,16194,404,6523,7824,42599,1199,4227,6103,448883.3333,BelowMedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,Hispa
92069,33.144908,-117.17128,San Diego-Carlsbad,San Marcos,49638,26773,22019,14418,23776,18097,1106,23847,18056,1102,14446,341,4992,7304,34768,1114,4803,5674,541875,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,Hispa
92008,33.158137,-117.32646,San Diego-Carlsbad,Carlsbad,27537,13765,13176,3530,4816,20237,132,4781,19899,132,11374,59,1447,9175,24206,132,1293,743,834466.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92070,33.166768,-116.71061,0,0,919,693,221,100,137,431,0,140,431,0,372,0,23,202,450,0,66,50,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92083,33.179587,-117.24461,San Diego-Carlsbad,Vista,38107,16224,20791,10863,22300,11920,1257,22372,11748,1300,11182,537,5153,4848,30303,1320,1491,3240,449283.3333,BelowMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
92026,33.181543,-117.11136,San Diego-Carlsbad,Escondido,48757,27466,20042,11286,17991,23472,1130,18049,23416,1094,16378,371,4159,10079,36534,1149,4409,3981,492250,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92004,33.184028,-116.26597,San Diego-Carlsbad,Borrego Springs,2315,1531,726,313,417,1715,122,417,1715,122,1225,49,169,990,1994,122,0,60,217125,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92056,33.195354,-117.28232,San Diego-Carlsbad,Oceanside,54181,32391,21071,9758,15606,30145,2149,15503,29801,2269,19872,800,3842,13130,41958,2282,3804,2552,509133.3333,MedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,White
92054,33.202463,-117.36077,San Diego-Carlsbad,Oceanside,43554,15713,26114,7293,15497,22566,1294,15503,21769,1367,15829,572,4104,10043,32946,1391,1499,4800,632133.3333,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Renters,White
92066,33.209313,-116.54244,0,0,580,308,272,6,15,407,10,15,407,10,188,5,0,158,407,10,0,7,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92084,33.213309,-117.21474,San Diego-Carlsbad,Vista,51334,25888,24188,12555,25047,22201,1413,25251,22187,1425,15175,374,5280,8943,42826,1442,1410,3915,521266.6667,MedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,Hispa
92057,33.240926,-117.29851,San Diego-Carlsbad,Oceanside,57276,34697,21852,12028,20382,24791,3851,20171,24278,3894,19281,1358,4786,10952,39596,3981,5590,3931,487358.3333,MedianHomePrice,MiddleIncome,Urban,NativeBorn,White,Owners,White
92082,33.261748,-117.01027,San Diego-Carlsbad,Valley Center,19263,14390,4563,3100,4053,12997,97,4060,12993,97,6126,17,1047,4512,15941,97,848,833,569958.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92003,33.289265,-117.20011,San Diego-Carlsbad,Bonsall,5161,3183,1776,809,1304,3146,125,1297,3140,125,1805,50,275,1334,3930,125,308,358,736058.3333,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92060,33.308217,-116.8471,0,0,101,89,12,12,10,91,0,10,91,0,70,0,0,70,101,0,0,0,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
92061,33.311881,-116.96499,San Diego-Carlsbad,Pauma Valley,2259,1064,1115,448,893,409,7,901,409,7,628,2,220,227,857,7,53,231,497650,MedianHomePrice,LowIncome,Rural,NativeBorn,White,Renters,Hispa
92086,33.337152,-116.69355,0,0,1675,1165,338,153,274,1109,18,274,1109,18,751,18,101,532,1337,27,49,77,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,White
90704,33.368642,-118.40835,Los Angeles-Long Beach-Anaheim,Avalon,3940,611,3185,821,2602,1208,1,2614,1213,1,1437,0,589,802,2785,15,2,738,650366.6667,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Renters,Hispa
92059,33.369249,-117.07236,0,0,1271,948,291,170,443,261,35,443,265,35,422,12,92,147,394,35,54,116,0,BelowMedianHomePrice,LowIncome,Rural,NativeBorn,White,Owners,Hispa
92028,33.380359,-117.20605,San Diego-Carlsbad,Fallbrook,48015,30759,16384,8978,17415,26723,892,17456,26334,1073,16532,406,4197,11186,38990,1108,1504,4635,541716.6667,MedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92672,33.427078,-117.61401,Los Angeles-Long Beach-Anaheim,San Clemente,34671,18207,16032,4344,7876,24644,161,7753,24337,161,14197,101,2071,11160,27574,161,928,4415,963925,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92624,33.460727,-117.66467,Los Angeles-Long Beach-Anaheim,Dana Point,6314,3908,2266,702,1137,4531,163,1137,4531,163,2704,22,373,2200,5446,167,233,259,956425,AboveMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92673,33.462927,-117.62414,Los Angeles-Long Beach-Anaheim,San Clemente,30537,25218,4932,3528,3766,22998,277,3783,23064,277,10355,79,1068,8414,25473,277,1513,1081,934600,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92274,33.466287,-116.0688,0,0,17298,9599,7420,6735,15303,1625,146,15306,1634,146,5008,94,4125,722,7727,146,41,9107,0,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,Other,Owners,Hispa
92629,33.475302,-117.70327,Los Angeles-Long Beach-Anaheim,Dana Point,27063,15719,11095,3897,4405,20586,358,4373,20524,358,11652,85,1317,9552,22409,358,919,2423,999533.3333,AboveMedianHomePrice,MiddleIncome,Semi-Urban,NativeBorn,White,Owners,White
92590,33.479467,-117.20933,Riverside-San Bernardino-Ontario,Temecula,4090,2079,2000,892,1679,1995,49,1695,1978,49,1494,21,422,942,2511,49,283,967,899641.6667,MedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
92536,33.485978,-116.82004,0,0,3013,2226,747,44,608,2278,21,608,2313,21,1061,21,110,918,2722,21,0,131,0,BelowMedianHomePrice,LowIncome,Semi-Urban,NativeBorn,White,Owners,White
