Zip_Code,Metro,City,Population_2012,Home_Ownership_2012,Renter_2012,Foreign_Born_2012,Poverty_Black_2012,Poverty_Hispanic_2012,Poverty_White_2012,Black_Insurance_Coverage_2012,Black_No_Insurance_Coverage_2012,Hispanic_Insurance_Coverage_2012,Hispanic_No_Insurance_Coverage_2012,White_Insurance_Coverage_2012,White_No_Insurance_Coverage_2012,Total_Income_2012,Total_Income_Black_2012,Total_Income_Hispanic_2012,Total_Income_White_2012,Population_Black_2012,Population_White_2012,Population_Hispanic_2012,Population_Other_2012,Population_2013,Home_Ownership_2013,Renter_2013,Foreign_Born_2013,Poverty_Black_2013,Poverty_Hispanic_2013,Poverty_White_2013,Black_Insurance_Coverage_2013,Black_No_Insurance_Coverage_2013,Hispanic_Insurance_Coverage_2013,Hispanic_No_Insurance_Coverage_2013,White_Insurance_Coverage_2013,White_No_Insurance_Coverage_2013,Total_Income_2013,Total_Income_Black_2013,Total_Income_Hispanic_2013,Total_Income_White_2013,Population_Black_2013,Population_White_2013,Population_Hispanic_2013,Population_Other_2013,Population_2014,Home_Ownership_2014,Renter_2014,Foreign_Born_2014,Poverty_Black_2014,Poverty_Hispanic_2014,Poverty_White_2014,Black_Insurance_Coverage_2014,Black_No_Insurance_Coverage_2014,Hispanic_Insurance_Coverage_2014,Hispanic_No_Insurance_Coverage_2014,White_Insurance_Coverage_2014,White_No_Insurance_Coverage_2014,Total_Income_2014,Total_Income_Black_2014,Total_Income_Hispanic_2014,Total_Income_White_2014,Population_Black_2014,Population_White_2014,Population_Hispanic_2014,Population_Other_2014,Population_2015,Home_Ownership_2015,Renter_2015,Foreign_Born_2015,Poverty_Black_2015,Poverty_Hispanic_2015,Poverty_White_2015,Black_Insurance_Coverage_2015,Black_No_Insurance_Coverage_2015,Hispanic_Insurance_Coverage_2015,Hispanic_No_Insurance_Coverage_2015,White_Insurance_Coverage_2015,White_No_Insurance_Coverage_2015,Total_Income_2015,Total_Income_Black_2015,Total_Income_Hispanic_2015,Total_Income_White_2015,Population_Black_2015,Population_White_2015,Population_Hispanic_2015,Population_Other_2015,Population_2016,Home_Ownership_2016,Renter_2016,Foreign_Born_2016,Poverty_Black_2016,Poverty_Hispanic_2016,Poverty_White_2016,Black_Insurance_Coverage_2016,Black_No_Insurance_Coverage_2016,Hispanic_Insurance_Coverage_2016,Hispanic_No_Insurance_Coverage_2016,White_Insurance_Coverage_2016,White_No_Insurance_Coverage_2016,Total_Income_2016,Total_Income_Black_2016,Total_Income_Hispanic_2016,Total_Income_White_2016,Population_Black_2016,Population_White_2016,Population_Hispanic_2016,Population_Other_2016,Population_2017,Home_Ownership_2017,Renter_2017,Foreign_Born_2017,Poverty_Black_2017,Poverty_Hispanic_2017,Poverty_White_2017,Black_Insurance_Coverage_2017,Black_No_Insurance_Coverage_2017,Hispanic_Insurance_Coverage_2017,Hispanic_No_Insurance_Coverage_2017,White_Insurance_Coverage_2017,White_No_Insurance_Coverage_2017,Total_Income_2017,Total_Income_Black_2017,Total_Income_Hispanic_2017,Total_Income_White_2017,Population_Black_2017,Population_White_2017,Population_Hispanic_2017,Population_Other_2017,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12
94110,San Francisco-Oakland-Hayward,San Francisco,70804,24796,43816,24087,57,356,5690,1690,604,11257,11257,30586,7017,79516,30919,49276,105107,3034,47182,70804,6521,72128,24708,45012,24438,78,346,5661,1441,576,11349,11349,31273,6530,82111,35881,46749,116179,2626,47214,72128,7996,71422,24676,44419,23090,59,301,5021,1665,559,12080,12080,28727,5463,84488,37841,50758,116168,2890,43448,71422,11067,72528,25334,44763,22567,57,350,5149,1623,367,12973,12973,29613,4391,90364,32475,47010,123438,2606,43374,72528,12360,73511,25362,45829,23585,60,361,5098,1740,232,13768,13768,29707,3489,97563,35577,51429,130864,2680,42324,73511,13453,73737,25866,45440,23040,66,206,4931,1661,183,14478,14478,29609,2440,109747,40403,61230,147688,2447,41759,73737,14485,754600,755200,758200,759000,757300,762300,775500,788700,797100,806400,813400,819000,824900,834700,850700,871900,893000,912000,927100,937300,947600,961500,981900,1005600,1032000,1059600,1085200,1110700,1138100,1163400,1182500,1198800,1216400,1239600,1260900,1275700,1287600,1303000,1324800,1338600,1344900,1350400,1362800,1377200,1381000,1367700,1358800,1362000,1366700,1365900,1353800,1336500,1325300,1325300,1334500,1351800,1372600,1393300,1412500,1429200,1440900,1451300,1462700,1477200,1492200,1505200,1508900,1505900,1505500,1514100,1523300,1523500
94111,0,0,3493,863,2609,1435,0,0,169,25,0,106,106,1179,204,93393,69904,8438,116030,38,2085,3493,67,3496,840,2622,1475,0,0,190,28,0,147,147,1262,157,89722,-666666666,9063,116047,40,2096,3496,21,3477,887,2559,1461,0,0,162,43,0,86,86,1173,59,103472,-666666666,9965,120077,43,1994,3477,33,3527,951,2535,1480,0,0,109,51,0,110,110,991,21,91603,-666666666,0,111607,51,1772,3527,36,3432,967,2420,1240,0,0,107,109,0,126,126,1005,19,104083,220288,229286,126776,145,1816,3432,46,3356,801,2534,1199,0,0,67,172,0,210,210,974,22,99464,-666666666,-666666666,116103,243,1829,3356,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94112,San Francisco-Oakland-Hayward,San Francisco,80726,55075,24060,43031,33,456,1811,1802,221,11885,11885,14272,3829,72396,51450,67474,79789,3030,27048,80726,8192,82726,55379,25901,43661,74,462,1744,1629,390,12087,12087,14309,4005,71625,52665,63313,79528,2983,27788,82726,9372,83032,55304,26139,43486,108,369,1773,1672,290,12165,12165,13394,3607,71505,52404,63925,85394,3075,25376,83032,10531,84145,54803,27668,42726,129,401,1401,1620,305,12911,12911,13119,2860,72545,52813,61968,88807,3194,23455,84145,12245,84001,53944,28457,42241,121,217,1403,1511,289,13003,13003,12546,2587,77388,60349,65588,95746,3112,22391,84001,12841,85373,55220,28582,42767,120,177,1192,1642,261,13142,13142,12743,1524,82692,58722,67492,102912,3083,20813,85373,13770,511800,517000,521200,523400,525500,530100,534700,538300,542400,549500,556100,561800,567100,573400,582600,595400,608100,621300,635800,650000,660200,665200,669100,676000,683500,688500,692800,700900,712100,722700,730700,736400,739900,745000,751700,756500,762300,774100,792000,807200,817000,824000,832800,843000,852900,858200,860300,862600,865800,869300,869500,863900,859600,858300,856700,853000,851600,855800,868600,882900,893500,902600,913700,927500,942700,957400,970000,980900,990500,999900,1004800,1004500
94114,San Francisco-Oakland-Hayward,San Francisco,32328,15963,16074,6037,1,13,2347,590,39,2259,2259,20242,1184,115734,51417,61875,121576,822,26743,32328,724,31397,15495,15624,5825,1,58,2207,492,28,2176,2176,19341,1114,114689,31250,70156,122675,641,25650,31397,786,32229,16305,15587,6026,0,61,2231,541,34,2131,2131,19652,881,122970,26625,85114,128928,736,25740,32229,912,32598,15915,16264,6179,0,47,2384,550,14,2030,2030,19535,728,125265,34712,95903,127560,718,26021,32598,725,33504,16517,16417,6523,0,50,2399,542,29,2084,2084,19393,646,131442,38889,106711,137115,688,26171,33504,690,34561,16362,17581,6845,0,56,2555,577,26,2250,2250,19835,480,143902,45682,105755,149174,680,26570,34561,742,1229900,1253200,1283200,1308000,1334400,1370600,1406500,1433800,1455700,1475200,1486500,1490400,1497000,1507600,1523800,1541800,1555600,1566400,1580700,1598000,1610600,1615200,1621700,1643700,1671000,1691100,1706800,1728800,1758100,1791900,1823900,1845800,1859500,1876000,1896900,1913300,1928700,1954500,1993900,2030800,2052600,2066500,2089800,2120300,2146300,2160400,2168700,2177700,2192600,2201700,2185700,2158900,2139900,2114900,2078000,2071400,2108100,2148400,2155400,2147800,2148400,2158200,2178800,2221300,2273900,2319600,2333000,2312200,2287200,2286200,2304300,2324500
94115,San Francisco-Oakland-Hayward,San Francisco,32882,8347,23328,8169,33,104,2470,1998,296,1951,1951,13631,1043,73797,25867,59782,99113,4160,19984,32882,896,33782,8256,24342,8657,22,90,2764,2426,293,2009,2009,13919,1179,76952,28679,82917,100634,4609,20361,33782,775,34556,9307,23996,8821,0,94,2879,2110,201,1747,1747,14695,940,85330,30248,105026,103383,3924,21367,34556,705,35154,9761,24074,8718,28,30,2840,2233,206,1776,1776,14584,700,0,25123,110491,112331,4300,20932,35154,686,34681,9585,23869,8721,36,21,2774,2019,197,1658,1658,14025,760,97090,25805,121989,113280,3904,19951,34681,709,35751,10165,24386,9151,33,27,2905,1865,203,1709,1709,14799,716,103625,24290,124737,125102,3662,20587,35751,917,2320300,2341200,2368500,2395600,2434300,2491400,2561600,2617500,2642400,2655400,2684000,2717300,2749200,2769500,2811300,2871500,2918600,2940200,2962700,2992400,3018600,3030600,3053500,3094600,3129100,3165100,3218900,3269100,3291400,3303300,3329000,3368800,3399300,3433600,3465200,3483900,3502700,3543800,3593800,3638100,3681900,3735100,3778100,3799100,3812900,3813500,3811600,3835900,3874700,3898700,3894500,3867000,3840600,3815200,3794300,3802300,3835200,3877000,3933800,3982700,4001700,4012000,4024500,4053900,4110200,4165700,4173700,4142800,4130200,4146300,4140900,4107700
94116,San Francisco-Oakland-Hayward,San Francisco,43923,30191,13030,19079,9,0,1145,170,55,1577,1577,10320,1059,82648,60139,93424,85945,353,17143,43923,755,45157,30478,13978,19418,8,0,1113,285,33,1895,1895,10536,1002,83407,53088,64122,86864,429,17398,45157,1063,45552,29962,14817,19446,10,0,1079,368,87,2110,2110,10682,924,84828,60852,63295,89354,595,17356,45552,1123,45559,29870,14813,18880,18,69,1041,376,99,1869,1869,10505,850,87321,72794,55278,97835,735,17046,45559,1031,45936,30131,14946,18730,11,77,933,457,139,1678,1678,10786,685,91930,73313,64935,101769,915,17304,45936,1158,47708,32787,14068,18766,0,84,1047,622,104,2226,2226,10704,480,101746,80682,70708,111542,1001,17599,47708,1425,670200,674800,680900,687100,692800,701600,711200,719500,727300,737800,746700,753500,759000,766200,778200,792900,805200,815500,825800,835000,839700,839800,840300,846700,856700,865200,870000,877200,888500,900100,908400,916000,923800,933900,947200,959500,971300,985500,1003200,1018300,1031900,1046400,1065000,1081800,1095800,1108000,1118800,1126600,1134200,1141300,1141500,1137200,1135900,1137300,1135600,1136500,1142800,1150400,1160600,1173700,1187100,1201500,1216600,1230200,1245600,1261700,1277100,1290100,1302600,1315400,1322900,1323500
94117,San Francisco-Oakland-Hayward,San Francisco,40932,10875,26309,7245,20,116,4018,1396,1062,3235,3235,22527,2983,91303,39844,73472,103590,3145,29317,40932,1501,41568,10293,27630,7351,39,100,4206,1364,767,3070,3070,23119,3277,94479,37571,72433,105023,2790,30702,41568,1208,42638,10899,28069,7644,50,141,4514,1325,826,3175,3175,23893,2991,103333,42708,74818,110501,2994,31687,42638,1235,42462,11421,27253,7176,11,115,4723,1406,554,3338,3338,24054,2563,108429,36944,85152,114660,2807,31932,42462,1035,43323,12083,26950,6633,10,114,4980,1257,243,3230,3230,25181,1643,122266,40250,83929,127788,2397,32534,43323,1203,43610,12355,26804,7135,11,92,5267,1201,167,3079,3079,24611,1348,132979,33911,106027,140349,2144,32506,43610,1160,1461400,1476300,1491200,1511400,1540100,1572100,1594000,1616500,1641400,1667300,1686200,1707200,1724800,1743500,1777200,1821700,1847700,1861900,1878200,1902900,1923300,1933300,1927600,1931300,1952900,1969600,1962000,1956000,1968400,1990300,2004800,2004500,2003000,2024000,2061300,2078600,2126800,2233300,2332500,2373000,2399100,2418300,2443800,2474000,2499400,2519000,2540200,2552400,2548800,2533700,2529900,2545600,2575400,2592000,2578100,2568900,2593100,2615300,2630300,2648200,2653100,2629900,2610100,2605700,2629600,2666100,2689900,2689600,2688600,2694600,2704100,2735300
94118,San Francisco-Oakland-Hayward,San Francisco,39567,13955,24613,11552,74,62,2226,585,261,1656,1656,14550,1661,81545,35603,56845,98472,984,21367,39567,581,40292,14542,24683,11649,64,47,2211,526,80,1717,1717,14400,1598,82857,54861,66349,97605,818,21797,40292,718,40102,14158,24730,10644,14,77,2734,543,87,1810,1810,15418,1388,82993,39982,85132,101113,792,23156,40102,699,41391,14255,25814,11022,14,123,3078,679,90,2137,2137,16363,1235,0,56833,68203,103261,906,24073,41391,773,41662,14420,25969,11497,15,131,3248,573,79,2078,2078,16552,958,94197,66953,83750,115346,778,24161,41662,810,41417,15362,24955,11612,15,78,3067,556,73,2153,2153,16273,924,102021,96875,92684,122098,890,23844,41417,747,1282900,1294900,1311500,1329100,1348900,1373200,1392200,1400000,1402400,1411100,1421700,1429000,1439200,1456100,1483500,1511400,1535200,1559500,1590600,1624000,1650900,1652700,1640700,1643500,1662200,1677800,1689200,1712300,1747200,1779700,1811900,1846500,1873900,1896500,1922200,1942600,1963900,2002800,2050800,2087500,2111900,2128800,2146500,2175200,2212500,2259800,2317300,2359200,2381700,2401000,2406500,2379900,2342200,2316200,2306900,2305300,2305300,2308400,2323800,2347200,2362800,2369000,2382900,2411900,2442700,2471700,2469100,2442800,2438100,2458100,2448700,2433800
94121,San Francisco-Oakland-Hayward,San Francisco,43597,19369,23554,17731,0,2,1758,278,54,1549,1549,12811,1763,72371,78443,49792,79819,488,20065,43597,1010,42104,18486,22928,16571,0,0,1844,340,44,1579,1579,12782,1789,72756,78025,44934,77067,564,20190,42104,767,42043,18572,22712,17086,0,0,1745,331,65,1738,1738,12167,1637,70220,65303,50925,75688,646,19401,42043,634,42622,19505,22393,16890,0,0,1842,385,38,1913,1913,12641,1075,69813,57109,39583,77493,763,19293,42622,826,42720,19622,22370,16374,1,0,1680,357,14,1830,1830,13001,879,77280,-666666666,44539,88447,682,19450,42720,806,43638,21120,21766,15956,1,0,1492,397,14,1542,1542,12962,747,87001,-666666666,70096,96625,872,19621,43638,700,762000,765800,770200,774300,778100,783800,789700,796100,802300,809900,815000,818700,824200,832400,848000,871500,894600,911000,927700,946700,963100,976100,990300,1007600,1025800,1039500,1045100,1054100,1070500,1094100,1120900,1146300,1160800,1169400,1179500,1188400,1196400,1211500,1237600,1262000,1281000,1294000,1303600,1311300,1319000,1321700,1321600,1323900,1333200,1349700,1364400,1374500,1383900,1391000,1391900,1389900,1394200,1411400,1438900,1463300,1475200,1481900,1492000,1497600,1499800,1506400,1513800,1521200,1530300,1542500,1555000,1563500
94122,San Francisco-Oakland-Hayward,San Francisco,57805,28798,27630,22721,8,53,3315,344,19,1815,1815,17501,2021,77889,46250,67928,79894,465,25449,57805,694,57369,29225,26897,22206,2,60,2840,389,12,1835,1835,16246,2066,81768,65385,72059,82126,543,24407,57369,808,58547,30450,26871,22154,0,75,3068,376,10,2523,2523,16710,2118,86070,54286,72708,87074,505,24972,58547,1341,60929,31709,27888,23454,0,133,3084,463,22,2703,2703,17527,1651,90514,116667,75735,94879,631,25494,60929,1478,62029,33659,27266,23491,27,120,2941,557,51,2802,2802,17900,1171,97091,80417,100663,102323,852,25407,62029,1439,62516,33835,27563,23834,18,204,2733,526,41,3126,3126,17068,955,102838,71635,113629,105928,774,24547,62516,1770,684400,688000,693100,697400,702100,711200,722900,733600,742400,752400,761600,770500,780400,790500,803700,821900,840000,854400,866400,877000,883300,884600,884200,885700,889100,895600,900700,905400,912000,920800,929200,938400,948300,959200,971000,980800,989800,1005100,1029000,1048000,1061300,1076100,1094400,1111200,1126700,1138700,1149600,1159100,1169300,1176100,1177700,1181200,1188100,1190900,1190400,1193500,1199800,1208600,1225900,1249200,1267700,1280900,1293900,1303900,1311700,1319400,1325200,1329900,1338600,1352500,1362800,1367500
94123,San Francisco-Oakland-Hayward,San Francisco,23710,8795,14604,4057,0,43,3681,43,0,1057,1057,14210,858,107226,17222,72228,111309,62,19921,23710,331,24500,8564,15676,3999,0,28,3672,51,20,1022,1022,14931,663,112650,56339,69528,117909,169,20474,24500,354,25528,8490,16736,4127,0,35,3801,84,17,1081,1081,15538,657,121200,57019,90296,126374,321,21346,25528,260,25273,7864,17044,4198,0,25,3887,60,13,1195,1195,15447,607,124231,0,86250,126727,253,20952,25273,273,25238,7860,16909,3852,0,0,3750,130,11,1131,1131,15661,448,130589,135804,122697,132357,239,21001,25238,309,25461,7901,17069,3793,0,10,3913,237,13,1179,1179,16104,305,134809,153583,133382,136147,470,21219,25461,306,2480600,2504100,2535400,2568700,2613400,2674300,2741100,2806800,2866900,2918200,2954800,2982700,3002500,3021100,3065400,3117800,3155700,3209000,3287100,3343000,3372700,3397200,3423700,3465200,3512700,3558900,3614700,3690300,3749200,3777300,3804200,3835400,3845400,3846500,3862400,3872600,3886800,3940600,4040500,4115800,4164300,4209600,4251700,4260900,4269800,4296500,4327300,4351400,4377300,4373700,4318600,4258700,4220900,4195200,4176900,4188700,4213500,4249800,4308000,4372600,4403900,4436400,4480100,4531100,4557100,4560200,4542100,4519900,4533900,4568800,4565800,4536300
94124,San Francisco-Oakland-Hayward,San Francisco,34296,16401,17239,11353,168,186,403,6033,1138,3554,3554,3536,1239,46692,34762,47619,102188,12349,6997,34296,3297,35309,17467,17162,12373,172,240,453,6027,1225,3990,3990,3860,967,50146,35423,56146,100077,12389,6877,35309,3787,35201,17517,17033,13253,164,180,350,5816,1021,3390,3390,3294,696,49594,35245,46696,98929,11697,5698,35201,3700,35010,18254,16123,13049,173,173,442,5225,760,3844,3844,3567,526,49945,33750,45521,100083,10235,5782,35010,3750,35446,19123,15697,13704,128,188,390,5157,696,4291,4291,3218,340,53322,32585,53696,106860,10357,4917,35446,4834,35492,19205,15629,13979,127,145,437,5145,434,4655,4655,3081,317,55823,31471,61717,116776,10212,4768,35492,5404,372600,374000,375900,375800,373900,375100,382100,391500,399400,405400,408900,411600,415400,421000,432600,449900,469300,487300,501500,511700,520500,527600,536800,549800,560900,567800,572800,578700,585700,595900,608200,620900,630800,641900,654400,665300,675300,688400,701800,711600,718900,726800,734200,738300,737700,734900,733400,732700,732900,735900,739800,740800,739800,739900,740700,744500,753500,763400,773600,786300,798300,807500,813100,817400,825600,837000,844300,847400,849800,855600,859200,855800
94127,San Francisco-Oakland-Hayward,San Francisco,19075,15590,3232,4306,0,0,272,277,0,1166,1166,6922,208,128079,79018,103934,132012,610,11105,19075,613,19576,16020,3351,4409,0,0,377,268,0,944,944,7161,328,131351,77014,112727,132837,561,11453,19576,530,19356,15353,3772,4532,0,27,481,213,0,905,905,6897,302,131108,76765,135417,132539,431,11279,19356,619,19446,15327,3879,4950,0,25,437,358,0,861,861,6518,372,131842,88315,57250,143462,539,11072,19446,430,20664,16685,3742,5432,0,24,432,317,21,839,839,6626,364,138381,88077,44386,154608,452,11405,20664,578,21093,17121,3725,5372,0,47,476,404,20,898,898,6847,298,151094,90458,45529,164643,637,11788,21093,518,842000,845500,850200,855600,864300,878700,895600,909400,919900,931400,941200,947700,955300,967500,988200,1014600,1033400,1042800,1049800,1063100,1079700,1092900,1106100,1125500,1148800,1171300,1188300,1203200,1221600,1238600,1254900,1267000,1273900,1284600,1298900,1306600,1312200,1322600,1338700,1357000,1373500,1391500,1412900,1432800,1443300,1446900,1451300,1456300,1463100,1471900,1478600,1477300,1474400,1468600,1458200,1448100,1450900,1466500,1489200,1509500,1524200,1536400,1548500,1564700,1587300,1612900,1630400,1640600,1650300,1665500,1677500,1689700
94128,0,0,48,0,0,0,0,0,0,0,0,0,0,24,0,-666666666,-666666666,-666666666,-666666666,24,24,48,0,66,0,0,23,0,0,0,0,0,23,23,44,0,-666666666,-666666666,-666666666,-666666666,22,44,66,0,83,0,0,22,0,0,0,0,0,22,22,42,0,-666666666,-666666666,-666666666,-666666666,20,42,83,21,99,0,0,22,0,0,0,0,0,22,22,41,0,-666666666,-666666666,-666666666,-666666666,19,41,99,20,119,0,0,6,0,0,0,0,10,6,6,50,0,-666666666,-666666666,-666666666,-666666666,10,59,119,15,126,0,0,5,0,0,0,0,10,19,19,49,0,-666666666,-666666666,-666666666,-666666666,10,59,126,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94129,0,0,2730,0,2669,493,0,22,393,47,0,124,124,1625,144,121313,-666666666,22000,122281,47,2236,2730,8,2787,90,2610,386,0,0,382,29,0,112,112,1636,129,143320,-666666666,100568,143945,29,2365,2787,8,3334,267,2936,398,0,0,450,50,0,136,136,1945,151,144886,-666666666,102750,147179,50,2802,3334,13,3639,88,3440,447,0,0,498,0,0,171,171,2275,166,163786,-666666666,0,164429,0,3211,3639,13,3762,87,3511,384,0,0,477,10,0,229,229,2344,52,174564,-666666666,81042,186552,10,3321,3762,117,4019,122,3738,511,0,0,465,13,0,230,230,2396,36,190167,-666666666,85268,208986,13,3411,4019,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94130,0,0,2501,0,1990,669,0,11,16,316,53,221,221,739,308,36553,25455,35134,64856,509,1204,2501,237,2654,0,1938,734,0,8,39,363,47,372,372,797,197,37500,27188,41563,87763,609,1134,2654,240,3083,0,2192,850,15,20,85,428,52,477,477,855,170,38077,27625,37250,51429,719,1155,3083,341,3187,0,2084,877,15,21,90,413,45,621,621,925,150,0,29464,26591,67500,593,1191,3187,411,3090,0,1926,776,16,21,90,474,42,683,683,816,122,49271,36176,35469,71964,633,1040,3090,482,3129,0,1973,826,13,22,107,365,39,693,693,908,156,52143,37063,-666666666,75000,547,1235,3129,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94131,San Francisco-Oakland-Hayward,San Francisco,27914,14833,11551,6034,38,49,1551,997,322,1737,1737,12547,1516,94770,46386,64948,105380,1618,19150,27914,886,26908,14354,11182,5805,57,12,1403,921,310,1657,1657,11741,1130,96889,50263,85568,109457,1708,17868,26908,1270,28370,15392,11738,5898,61,12,1536,892,367,1822,1822,12488,1222,100114,75271,85234,113750,1721,19038,28370,1212,28472,15355,11990,6140,44,16,1533,917,333,2164,2164,12641,940,0,75943,82269,111000,1748,18956,28472,1448,28350,15865,11315,6118,42,18,1380,801,224,2346,2346,12666,535,111083,77703,86250,122433,1522,18695,28350,1662,29056,16290,11557,6714,33,0,1373,838,21,2789,2789,12515,401,119924,45184,83009,129851,1420,18825,29056,1953,806500,815100,825400,834500,842400,854900,871900,888000,903500,923100,940800,951600,963200,978100,1000000,1027800,1053200,1076600,1098900,1116900,1128300,1134600,1142100,1161300,1183400,1199800,1211900,1228700,1253600,1277800,1295000,1306000,1317100,1334500,1359400,1382700,1407200,1435600,1465600,1487600,1502400,1516400,1529500,1536200,1536200,1533400,1530200,1525300,1522200,1522500,1520500,1512900,1505600,1497000,1486800,1487400,1501500,1515900,1525400,1532800,1537200,1539000,1540300,1548900,1565300,1580400,1594900,1615600,1639100,1664000,1685900,1701500
94132,San Francisco-Oakland-Hayward,San Francisco,31425,13870,15351,11558,0,12,569,1212,459,2302,2302,7886,1162,67943,30795,63750,63024,2517,12366,31425,2275,31080,13929,14784,11453,13,15,618,1313,222,2400,2400,7403,1078,69223,31765,62528,65950,2422,11977,31080,2168,31926,14135,15216,12161,16,30,606,1576,240,2519,2519,7667,1083,66607,37315,63477,61377,2754,12179,31926,2035,32031,14130,15189,12479,14,25,536,1653,205,2514,2514,7567,879,70627,44205,72419,69973,2738,11857,32031,1901,31289,13297,15188,12395,15,57,428,1457,180,3049,3049,7378,830,68711,51944,73466,62636,2416,11565,31289,2174,31155,13564,14759,12441,16,54,472,1512,141,2553,2553,6360,601,72970,54006,66765,74216,2520,10830,31155,2274,626000,627700,632000,632300,628500,628700,635100,652000,677200,699500,712800,723900,735300,745800,760000,780200,802600,821400,837100,846400,846800,844600,846600,850600,858000,865500,870000,878100,886100,885100,884100,887800,890300,893100,892600,888800,888400,897700,915900,936100,953900,972300,986700,996100,1005800,1015200,1021400,1030300,1044900,1058400,1063400,1063900,1065500,1069000,1075000,1084800,1095000,1101500,1111700,1130000,1149900,1168300,1182000,1194300,1214500,1242200,1262400,1272800,1280400,1290500,1299600,1305000
94133,San Francisco-Oakland-Hayward,San Francisco,27580,4196,23296,13388,1,0,1526,248,122,999,999,8224,647,46841,58548,36895,93150,389,10994,27580,379,27970,4221,23544,12914,1,0,1699,223,107,1273,1273,8149,890,50485,90063,44094,93234,366,11248,27970,592,27662,3853,23607,13120,0,15,1468,251,11,1371,1371,8355,899,53150,56705,51389,95762,276,11463,27662,716,27485,3867,23408,12964,0,16,1464,112,20,1415,1415,8484,801,0,10990,78051,103095,146,11624,27485,696,27491,4035,23203,12829,56,17,1495,202,19,1539,1539,8427,675,55098,11098,85625,105925,236,11653,27491,934,26942,4664,22022,12474,46,17,1626,142,60,1403,1403,8414,536,66422,-666666666,102588,114071,218,11558,26942,727,1840700,1828800,1825000,1855000,1861700,1818700,1783500,1794300,1815900,1826600,1827400,1827400,1835700,1846100,1862600,1872300,1885500,1948100,2040100,2115200,2184200,2229700,2245700,2296200,2383100,2446900,2490600,2553000,2629100,2688200,2729700,2761100,2784800,2813900,2842500,2850800,2865300,2899500,2941200,2975400,2973800,2927500,2875000,2846800,2829900,2812500,2805500,2813200,2819900,2839000,2864700,2863900,2853900,2847900,2846300,2854900,2868200,2878500,2892500,2911500,2943700,2981700,3001700,3005700,3015400,3029700,3040300,3042000,3044800,3052600,3047700,3028100
94134,San Francisco-Oakland-Hayward,San Francisco,38889,25158,12996,18652,59,125,415,2015,311,3295,3295,4727,927,59690,27116,63264,67667,4076,8250,38889,2659,38815,24730,13364,19485,56,126,406,2045,322,3651,3651,4547,879,56716,27857,64968,60556,3897,8246,38815,2868,40343,25497,14049,20727,62,230,408,1798,283,3924,3924,4362,826,60230,25000,66264,68250,3406,8150,40343,3874,40701,25531,14360,20683,73,203,263,1994,202,4167,4167,3880,678,62773,26165,64107,77014,3484,7015,40701,4777,41677,25715,15109,21347,42,202,373,1743,139,5178,5178,4214,481,66925,25000,70016,79886,3193,7358,41677,5759,43074,26269,15880,21686,27,172,413,1607,150,5496,5496,4185,380,71352,25500,70000,86399,3057,7137,43074,6479,454500,452700,454300,459000,466400,476900,488700,498500,506200,514400,521400,528300,534400,540700,549900,561300,572200,585200,599400,610900,619200,624300,628600,635500,645400,654400,660200,666300,673000,677200,679800,683600,690400,699900,707800,712100,717300,725400,736400,746900,756400,766000,772500,772800,767700,763800,765500,770300,773200,776200,777300,775200,774000,773400,773600,779300,792100,806400,820500,833200,842500,851000,861100,871200,880800,889400,894500,897800,903100,907900,907300,901000
